ip_address cell_id timestamp poi_query_type
34.101.177.245 76 211.92361391923393 club
34.101.177.245 45 230.16165653363265 cafeteria
34.101.177.245 45 230.16165653363265 restaurant
34.101.177.245 76 233.38248749316733 cafeteria
34.101.177.245 76 233.38248749316733 dojo
34.101.177.245 76 234.79512088743138 restaurant
34.101.177.245 76 234.79512088743138 club
34.101.177.245 45 252.1123345149438 cafeteria
34.101.177.245 45 252.1123345149438 restaurant
34.101.177.245 76 257.299864970185 club
34.101.177.245 76 257.299864970185 dojo
34.101.177.245 76 261.84655260183894 cafeteria
34.101.177.245 76 261.84655260183894 club
34.101.177.245 45 278.6075000334808 cafeteria
34.101.177.245 45 278.6075000334808 restaurant
34.101.177.245 76 281.6284869894077 restaurant
34.101.177.245 76 281.6284869894077 cafeteria
34.101.177.245 76 296.9847474154344 club
34.101.177.245 42 296.9847474154344 restaurant
34.101.177.245 42 296.9847474154344 dojo
34.101.177.245 76 321.9587686624147 dojo
34.101.177.245 76 321.9587686624147 cafeteria
34.101.177.245 20 321.9587686624147 restaurant
34.101.177.245 20 321.9587686624147 club
34.101.177.245 45 349.0996618116851 cafeteria
34.101.177.245 45 349.0996618116851 restaurant
34.101.177.245 76 355.2793485361309 cafeteria
34.101.177.245 76 355.2793485361309 dojo
34.101.177.245 76 356.0250047805679 restaurant
34.101.177.245 76 356.0250047805679 dojo
34.101.177.245 45 371.78989230542095 cafeteria
34.101.177.245 45 371.78989230542095 restaurant
34.101.177.245 76 378.86272659083374 club
34.101.177.245 76 378.86272659083374 dojo
34.101.177.245 76 379.36730665837587 club
34.101.177.245 76 379.36730665837587 restaurant
34.101.177.245 45 395.77517941206537 cafeteria
34.101.177.245 45 395.77517941206537 restaurant
34.101.177.245 76 400.23510074555594 restaurant
34.101.177.245 76 400.23510074555594 dojo
34.101.177.245 76 403.1575284861956 cafeteria
34.101.177.245 76 403.1575284861956 club
34.101.177.245 45 422.9195633855072 cafeteria
34.101.177.245 45 422.9195633855072 restaurant
34.101.177.245 76 424.94330964470674 dojo
34.101.177.245 76 424.94330964470674 cafeteria
34.101.177.245 76 426.0150091765272 restaurant
34.101.177.245 76 426.0150091765272 club
34.101.177.245 45 444.66824564561676 cafeteria
34.101.177.245 45 444.66824564561676 restaurant
34.101.177.245 76 447.78009367384465 dojo
34.101.177.245 76 447.78009367384465 restaurant
34.101.177.245 76 449.87430001840994 dojo
34.101.177.245 76 449.87430001840994 club
34.101.177.245 76 464.00371236116496 dojo
34.101.177.245 76 464.00371236116496 cafeteria
34.101.177.245 23 464.00371236116496 restaurant
34.101.177.245 23 464.00371236116496 club
244.190.169.115 55 12.275684369350918 cafeteria
244.190.169.115 55 12.275684369350918 restaurant
244.190.169.115 70 16.274978009016547 cafeteria
244.190.169.115 70 16.274978009016547 club
244.190.169.115 70 22.606377069392465 bar
244.190.169.115 70 22.606377069392465 cafeteria
244.190.169.115 55 37.73644091982727 cafeteria
244.190.169.115 55 37.73644091982727 restaurant
244.190.169.115 70 41.004315176764834 club
244.190.169.115 70 41.004315176764834 bar
244.190.169.115 70 46.67683080860341 supermarket
244.190.169.115 70 46.67683080860341 bar
244.190.169.115 55 60.230475841343676 cafeteria
244.190.169.115 55 60.230475841343676 restaurant
244.190.169.115 70 65.53214182342282 bar
244.190.169.115 70 65.53214182342282 supermarket
244.190.169.115 70 68.22331800399714 supermarket
244.190.169.115 70 68.22331800399714 bar
244.190.169.115 55 86.26712529702381 cafeteria
244.190.169.115 55 86.26712529702381 restaurant
244.190.169.115 70 90.40236366435973 cafeteria
244.190.169.115 70 90.40236366435973 club
244.190.169.115 70 92.55967240635287 cafeteria
244.190.169.115 70 92.55967240635287 club
244.190.169.115 55 109.62093135668036 cafeteria
244.190.169.115 55 109.62093135668036 restaurant
244.190.169.115 70 113.69224327486032 bar
244.190.169.115 70 113.69224327486032 club
244.190.169.115 70 118.32203582077042 bar
244.190.169.115 70 118.32203582077042 cafeteria
244.190.169.115 70 129.76204200754083 cafeteria
244.190.169.115 70 129.76204200754083 bar
244.190.169.115 70 129.76204200754083 supermarket
244.190.169.115 70 129.76204200754083 club
244.190.169.115 70 152.31898543394232 cafeteria
244.190.169.115 70 152.31898543394232 bar
244.190.169.115 55 180.78853795577743 cafeteria
244.190.169.115 55 180.78853795577743 restaurant
244.190.169.115 70 187.14147902305382 cafeteria
244.190.169.115 70 187.14147902305382 club
244.190.169.115 70 190.8513674517593 supermarket
244.190.169.115 70 190.8513674517593 cafeteria
244.190.169.115 55 206.08446529532839 cafeteria
244.190.169.115 55 206.08446529532839 restaurant
244.190.169.115 70 209.41737375714132 cafeteria
244.190.169.115 70 209.41737375714132 bar
244.190.169.115 70 212.37436367509594 supermarket
244.190.169.115 70 212.37436367509594 club
244.190.169.115 55 229.4364527374138 cafeteria
244.190.169.115 55 229.4364527374138 restaurant
244.190.169.115 70 236.67323571828612 supermarket
244.190.169.115 70 236.67323571828612 bar
244.190.169.115 70 236.39120295638057 supermarket
244.190.169.115 70 236.39120295638057 club
244.190.169.115 55 253.27629748846672 cafeteria
244.190.169.115 55 253.27629748846672 restaurant
244.190.169.115 70 259.43772508001837 cafeteria
244.190.169.115 70 259.43772508001837 club
244.190.169.115 70 261.67368360658975 cafeteria
244.190.169.115 70 261.67368360658975 club
244.190.169.115 55 277.2421860437868 cafeteria
244.190.169.115 55 277.2421860437868 restaurant
244.190.169.115 70 282.2386460686732 club
244.190.169.115 70 282.2386460686732 supermarket
244.190.169.115 70 285.3636022948053 cafeteria
244.190.169.115 70 285.3636022948053 supermarket
244.190.169.115 70 297.4899765941584 club
244.190.169.115 70 297.4899765941584 cafeteria
244.190.169.115 70 320.1968051764789 supermarket
244.190.169.115 70 320.1968051764789 cafeteria
244.190.169.115 70 320.1968051764789 club
244.190.169.115 55 348.26194585830115 cafeteria
244.190.169.115 55 348.26194585830115 restaurant
244.190.169.115 70 354.76731286894113 bar
244.190.169.115 70 354.76731286894113 club
244.190.169.115 70 356.10215685687143 club
244.190.169.115 70 356.10215685687143 cafeteria
244.190.169.115 55 371.90868837369266 cafeteria
244.190.169.115 55 371.90868837369266 restaurant
244.190.169.115 70 378.1897999365233 supermarket
244.190.169.115 70 378.1897999365233 club
244.190.169.115 70 380.71870290644824 club
244.190.169.115 70 380.71870290644824 supermarket
244.190.169.115 55 396.9265537027329 cafeteria
244.190.169.115 55 396.9265537027329 restaurant
244.190.169.115 70 401.31078754252655 supermarket
244.190.169.115 70 401.31078754252655 cafeteria
244.190.169.115 70 404.904261426872 bar
244.190.169.115 70 404.904261426872 supermarket
244.190.169.115 55 423.6247730641369 cafeteria
244.190.169.115 55 423.6247730641369 restaurant
244.190.169.115 70 427.2351017496787 cafeteria
244.190.169.115 70 427.2351017496787 supermarket
244.190.169.115 70 428.5300418793587 bar
244.190.169.115 70 428.5300418793587 supermarket
244.190.169.115 55 444.97283314882617 cafeteria
244.190.169.115 55 444.97283314882617 restaurant
244.190.169.115 70 449.99876157808274 supermarket
244.190.169.115 70 449.99876157808274 club
244.190.169.115 70 453.268513159024 club
244.190.169.115 70 453.268513159024 cafeteria
244.190.169.115 70 464.39916816061714 club
244.190.169.115 70 464.39916816061714 cafeteria
244.190.169.115 70 464.39916816061714 supermarket
244.190.169.115 70 464.39916816061714 bar
60.235.63.253 63 11.708970103993877 cafeteria
60.235.63.253 63 11.708970103993877 restaurant
60.235.63.253 90 19.073320326291512 gym
60.235.63.253 90 19.073320326291512 club
60.235.63.253 90 19.493140531342338 restaurant
60.235.63.253 90 19.493140531342338 supermarket
60.235.63.253 63 36.98429417402842 cafeteria
60.235.63.253 63 36.98429417402842 restaurant
60.235.63.253 90 42.862948898945234 gym
60.235.63.253 90 42.862948898945234 supermarket
60.235.63.253 90 42.46353462266956 restaurant
60.235.63.253 90 42.46353462266956 gym
60.235.63.253 63 60.667896926805184 cafeteria
60.235.63.253 63 60.667896926805184 restaurant
60.235.63.253 90 67.06074420320155 restaurant
60.235.63.253 90 67.06074420320155 gym
60.235.63.253 90 68.02604493457189 supermarket
60.235.63.253 90 68.02604493457189 gym
60.235.63.253 63 83.12175896382024 cafeteria
60.235.63.253 63 83.12175896382024 restaurant
60.235.63.253 90 90.58364844039758 supermarket
60.235.63.253 90 90.58364844039758 gym
60.235.63.253 90 92.28813296332385 gym
60.235.63.253 90 92.28813296332385 restaurant
60.235.63.253 63 108.20017297572653 cafeteria
60.235.63.253 63 108.20017297572653 restaurant
60.235.63.253 90 113.74972321803632 restaurant
60.235.63.253 90 113.74972321803632 club
60.235.63.253 90 114.56765274766013 supermarket
60.235.63.253 90 114.56765274766013 restaurant
60.235.63.253 90 129.0612590543112 supermarket
60.235.63.253 5 129.0612590543112 restaurant
60.235.63.253 5 129.0612590543112 gym
60.235.63.253 5 129.0612590543112 club
60.235.63.253 90 152.05697533972878 gym
60.235.63.253 90 152.05697533972878 supermarket
60.235.63.253 63 180.29477041271858 cafeteria
60.235.63.253 63 180.29477041271858 restaurant
60.235.63.253 90 186.38282351223822 gym
60.235.63.253 90 186.38282351223822 restaurant
60.235.63.253 90 188.77669311674256 club
60.235.63.253 90 188.77669311674256 supermarket
60.235.63.253 63 206.03640002575256 cafeteria
60.235.63.253 63 206.03640002575256 restaurant
60.235.63.253 90 210.2695999526971 club
60.235.63.253 90 210.2695999526971 restaurant
60.235.63.253 90 212.3746105843875 gym
60.235.63.253 90 212.3746105843875 club
60.235.63.253 63 230.09988296230813 cafeteria
60.235.63.253 63 230.09988296230813 restaurant
60.235.63.253 90 234.72421492190182 gym
60.235.63.253 90 234.72421492190182 supermarket
60.235.63.253 90 239.17265363453635 gym
60.235.63.253 90 239.17265363453635 supermarket
60.235.63.253 63 255.12833772894257 cafeteria
60.235.63.253 63 255.12833772894257 restaurant
60.235.63.253 90 259.77612460967066 gym
60.235.63.253 90 259.77612460967066 club
60.235.63.253 90 257.05196149936626 club
60.235.63.253 90 257.05196149936626 supermarket
60.235.63.253 63 277.64953599642456 cafeteria
60.235.63.253 63 277.64953599642456 restaurant
60.235.63.253 90 281.348591079006 gym
60.235.63.253 90 281.348591079006 club
60.235.63.253 90 284.8833548467879 supermarket
60.235.63.253 90 284.8833548467879 restaurant
60.235.63.253 90 296.05186903832293 gym
60.235.63.253 90 296.05186903832293 club
60.235.63.253 16 296.05186903832293 restaurant
60.235.63.253 16 296.05186903832293 supermarket
60.235.63.253 90 321.6374398618367 supermarket
60.235.63.253 99 321.6374398618367 restaurant
60.235.63.253 99 321.6374398618367 club
60.235.63.253 63 346.596637904374 cafeteria
60.235.63.253 63 346.596637904374 restaurant
60.235.63.253 90 354.2585025888591 gym
60.235.63.253 90 354.2585025888591 club
60.235.63.253 90 356.54808997409737 restaurant
60.235.63.253 90 356.54808997409737 supermarket
60.235.63.253 63 372.8224347498057 cafeteria
60.235.63.253 63 372.8224347498057 restaurant
60.235.63.253 90 380.4717040074538 club
60.235.63.253 90 380.4717040074538 supermarket
60.235.63.253 63 396.9389039070515 cafeteria
60.235.63.253 63 396.9389039070515 restaurant
60.235.63.253 90 404.1011626186083 club
60.235.63.253 90 404.1011626186083 supermarket
60.235.63.253 63 421.31043774633196 cafeteria
60.235.63.253 63 421.31043774633196 restaurant
60.235.63.253 90 425.7811663188264 supermarket
60.235.63.253 90 425.7811663188264 restaurant
60.235.63.253 90 427.8998956828216 restaurant
60.235.63.253 90 427.8998956828216 club
60.235.63.253 63 445.24882691186895 cafeteria
60.235.63.253 63 445.24882691186895 restaurant
60.235.63.253 90 452.049002849026 restaurant
60.235.63.253 90 452.049002849026 supermarket
60.235.63.253 90 451.45537985120336 supermarket
60.235.63.253 90 451.45537985120336 club
60.235.63.253 90 465.4042662176262 gym
60.235.63.253 90 465.4042662176262 supermarket
60.235.63.253 35 465.4042662176262 restaurant
60.109.165.215 97 12.174972104690195 cafeteria
60.109.165.215 97 12.174972104690195 restaurant
60.109.165.215 44 19.324705553755237 gym
60.109.165.215 44 19.324705553755237 bar
60.109.165.215 44 20.59033053878643 bar
60.109.165.215 44 20.59033053878643 club
60.109.165.215 97 34.416692443098555 cafeteria
60.109.165.215 97 34.416692443098555 restaurant
60.109.165.215 44 44.45838438580353 club
60.109.165.215 44 44.45838438580353 restaurant
60.109.165.215 44 45.81877486367176 bar
60.109.165.215 44 45.81877486367176 club
60.109.165.215 97 58.68584059518706 cafeteria
60.109.165.215 97 58.68584059518706 restaurant
60.109.165.215 44 65.45470373745643 club
60.109.165.215 44 65.45470373745643 restaurant
60.109.165.215 44 68.79514151519686 gym
60.109.165.215 44 68.79514151519686 restaurant
60.109.165.215 97 83.71109261858368 cafeteria
60.109.165.215 97 83.71109261858368 restaurant
60.109.165.215 44 89.18245413648567 restaurant
60.109.165.215 44 89.18245413648567 bar
60.109.165.215 44 92.13820754446883 bar
60.109.165.215 44 92.13820754446883 gym
60.109.165.215 97 106.10885517486511 cafeteria
60.109.165.215 97 106.10885517486511 restaurant
60.109.165.215 44 117.2143493097759 bar
60.109.165.215 44 117.2143493097759 gym
60.109.165.215 44 116.24619176212244 restaurant
60.109.165.215 44 116.24619176212244 gym
60.109.165.215 44 128.74732880981662 gym
60.109.165.215 32 128.74732880981662 club
60.109.165.215 44 153.46402386883423 bar
60.109.165.215 44 153.46402386883423 restaurant
60.109.165.215 97 179.4692183787427 cafeteria
60.109.165.215 97 179.4692183787427 restaurant
60.109.165.215 44 187.93688930158746 club
60.109.165.215 44 187.93688930158746 bar
60.109.165.215 44 189.41275339108586 restaurant
60.109.165.215 44 189.41275339108586 club
60.109.165.215 97 203.987953189651 cafeteria
60.109.165.215 97 203.987953189651 restaurant
60.109.165.215 44 211.50703679428202 restaurant
60.109.165.215 44 211.50703679428202 club
60.109.165.215 44 211.22644879544012 bar
60.109.165.215 44 211.22644879544012 gym
60.109.165.215 97 227.594612263076 cafeteria
60.109.165.215 97 227.594612263076 restaurant
60.109.165.215 44 234.774175561918 gym
60.109.165.215 44 234.774175561918 bar
60.109.165.215 44 239.02958491721108 bar
60.109.165.215 44 239.02958491721108 restaurant
60.109.165.215 97 251.75138692770952 cafeteria
60.109.165.215 97 251.75138692770952 restaurant
60.109.165.215 44 259.78145847421047 gym
60.109.165.215 44 259.78145847421047 club
60.109.165.215 97 277.2687728504141 cafeteria
60.109.165.215 97 277.2687728504141 restaurant
60.109.165.215 44 282.93804772372835 restaurant
60.109.165.215 44 282.93804772372835 gym
60.109.165.215 44 285.20405577404244 bar
60.109.165.215 44 285.20405577404244 club
60.109.165.215 44 296.32100630676894 bar
60.109.165.215 44 296.32100630676894 gym
60.109.165.215 44 321.3572891461349 bar
60.109.165.215 44 321.3572891461349 gym
60.109.165.215 97 348.0445269869492 cafeteria
60.109.165.215 97 348.0445269869492 restaurant
60.109.165.215 44 356.1860484703859 bar
60.109.165.215 44 356.1860484703859 restaurant
60.109.165.215 44 358.1695782987566 restaurant
60.109.165.215 44 358.1695782987566 club
60.109.165.215 97 372.37178807054727 cafeteria
60.109.165.215 97 372.37178807054727 restaurant
60.109.165.215 44 380.5802866289985 restaurant
60.109.165.215 44 380.5802866289985 bar
60.109.165.215 44 381.3555191902246 restaurant
60.109.165.215 44 381.3555191902246 club
60.109.165.215 97 397.1155249987709 cafeteria
60.109.165.215 97 397.1155249987709 restaurant
60.109.165.215 44 402.8465132414371 restaurant
60.109.165.215 44 402.8465132414371 bar
60.109.165.215 44 404.2776676584905 club
60.109.165.215 44 404.2776676584905 restaurant
60.109.165.215 97 419.49146198443367 cafeteria
60.109.165.215 97 419.49146198443367 restaurant
60.109.165.215 44 427.8815723629442 gym
60.109.165.215 44 427.8815723629442 restaurant
60.109.165.215 44 427.67533807662335 gym
60.109.165.215 44 427.67533807662335 restaurant
60.109.165.215 97 443.37491858254714 cafeteria
60.109.165.215 97 443.37491858254714 restaurant
60.109.165.215 44 449.8170113987603 gym
60.109.165.215 44 449.8170113987603 club
60.109.165.215 44 464.50404101450374 gym
60.109.165.215 91 464.50404101450374 bar
60.109.165.215 42 464.50404101450374 restaurant
60.109.165.215 42 464.50404101450374 club
159.118.124.69 44 10.42438396712737 cafeteria
159.118.124.69 44 10.42438396712737 restaurant
159.118.124.69 64 18.875630810071073 restaurant
159.118.124.69 64 18.875630810071073 club
159.118.124.69 64 19.429240442159937 club
159.118.124.69 64 19.429240442159937 cafeteria
159.118.124.69 44 37.4713981682775 cafeteria
159.118.124.69 44 37.4713981682775 restaurant
159.118.124.69 64 43.176137540069234 restaurant
159.118.124.69 64 43.176137540069234 cafeteria
159.118.124.69 64 42.566301115692525 club
159.118.124.69 64 42.566301115692525 cafeteria
159.118.124.69 44 59.60286754620563 cafeteria
159.118.124.69 44 59.60286754620563 restaurant
159.118.124.69 64 64.46668814149665 restaurant
159.118.124.69 64 64.46668814149665 cafeteria
159.118.124.69 64 66.2602995191622 supermarket
159.118.124.69 64 66.2602995191622 club
159.118.124.69 44 83.56559481475851 cafeteria
159.118.124.69 44 83.56559481475851 restaurant
159.118.124.69 64 90.20046697192264 club
159.118.124.69 64 90.20046697192264 cafeteria
159.118.124.69 64 90.18573448709597 club
159.118.124.69 64 90.18573448709597 restaurant
159.118.124.69 44 110.11746020910948 cafeteria
159.118.124.69 44 110.11746020910948 restaurant
159.118.124.69 64 113.53897546034221 club
159.118.124.69 64 113.53897546034221 cafeteria
159.118.124.69 64 115.25470086997004 club
159.118.124.69 64 115.25470086997004 cafeteria
159.118.124.69 64 129.67266458828627 cafeteria
159.118.124.69 64 129.67266458828627 restaurant
159.118.124.69 64 129.67266458828627 club
159.118.124.69 64 153.2422247209579 restaurant
159.118.124.69 64 153.2422247209579 supermarket
159.118.124.69 64 153.2422247209579 cafeteria
159.118.124.69 44 178.92292520714648 cafeteria
159.118.124.69 44 178.92292520714648 restaurant
159.118.124.69 64 185.98991615055132 supermarket
159.118.124.69 64 185.98991615055132 restaurant
159.118.124.69 64 186.78735873859145 cafeteria
159.118.124.69 64 186.78735873859145 club
159.118.124.69 44 205.30089684497614 cafeteria
159.118.124.69 44 205.30089684497614 restaurant
159.118.124.69 64 209.53280480390842 cafeteria
159.118.124.69 64 209.53280480390842 club
159.118.124.69 64 211.90365779012876 cafeteria
159.118.124.69 64 211.90365779012876 restaurant
159.118.124.69 44 227.7281536344393 cafeteria
159.118.124.69 44 227.7281536344393 restaurant
159.118.124.69 64 234.3985029320321 restaurant
159.118.124.69 64 234.3985029320321 cafeteria
159.118.124.69 64 233.41285235284593 supermarket
159.118.124.69 64 233.41285235284593 cafeteria
159.118.124.69 44 251.02489414573512 cafeteria
159.118.124.69 44 251.02489414573512 restaurant
159.118.124.69 64 258.3085582855526 cafeteria
159.118.124.69 64 258.3085582855526 supermarket
159.118.124.69 64 258.3862328594335 supermarket
159.118.124.69 64 258.3862328594335 cafeteria
159.118.124.69 44 276.73511255370266 cafeteria
159.118.124.69 44 276.73511255370266 restaurant
159.118.124.69 64 282.6955448598328 restaurant
159.118.124.69 64 282.6955448598328 club
159.118.124.69 64 282.8380613677745 cafeteria
159.118.124.69 64 282.8380613677745 restaurant
159.118.124.69 64 296.8274573652228 club
159.118.124.69 64 296.8274573652228 supermarket
159.118.124.69 64 296.8274573652228 restaurant
159.118.124.69 64 321.6992594718765 restaurant
159.118.124.69 64 321.6992594718765 supermarket
159.118.124.69 64 321.6992594718765 club
159.118.124.69 64 321.6992594718765 cafeteria
159.118.124.69 44 347.0688380138594 cafeteria
159.118.124.69 44 347.0688380138594 restaurant
159.118.124.69 64 354.1069322609442 restaurant
159.118.124.69 64 354.1069322609442 club
159.118.124.69 64 351.89348515690585 cafeteria
159.118.124.69 64 351.89348515690585 restaurant
159.118.124.69 44 372.7162290599096 cafeteria
159.118.124.69 44 372.7162290599096 restaurant
159.118.124.69 64 377.5757431150326 club
159.118.124.69 64 377.5757431150326 cafeteria
159.118.124.69 64 379.3588283531744 restaurant
159.118.124.69 64 379.3588283531744 supermarket
159.118.124.69 44 394.64947058218803 cafeteria
159.118.124.69 44 394.64947058218803 restaurant
159.118.124.69 64 401.19085585031246 club
159.118.124.69 64 401.19085585031246 cafeteria
159.118.124.69 64 404.55668022332617 restaurant
159.118.124.69 64 404.55668022332617 club
159.118.124.69 44 419.11773875587414 cafeteria
159.118.124.69 44 419.11773875587414 restaurant
159.118.124.69 64 425.6257553579875 restaurant
159.118.124.69 64 425.6257553579875 cafeteria
159.118.124.69 64 426.9748240256644 supermarket
159.118.124.69 64 426.9748240256644 cafeteria
159.118.124.69 44 444.99406993077446 cafeteria
159.118.124.69 44 444.99406993077446 restaurant
159.118.124.69 64 450.60932389569683 restaurant
159.118.124.69 64 450.60932389569683 cafeteria
159.118.124.69 64 449.6656826227225 cafeteria
159.118.124.69 64 449.6656826227225 restaurant
159.118.124.69 64 464.0880954537663 restaurant
159.118.124.69 64 464.0880954537663 cafeteria
203.24.85.254 53 14.721384736878633 cafeteria
203.24.85.254 53 14.721384736878633 restaurant
203.24.85.254 85 18.512758167063993 gym
203.24.85.254 85 18.512758167063993 restaurant
203.24.85.254 53 39.04929504273257 cafeteria
203.24.85.254 53 39.04929504273257 restaurant
203.24.85.254 85 40.76379701053734 bar
203.24.85.254 85 40.76379701053734 cafeteria
203.24.85.254 85 44.1504747308786 cafeteria
203.24.85.254 85 44.1504747308786 gym
203.24.85.254 53 59.86682014514679 cafeteria
203.24.85.254 53 59.86682014514679 restaurant
203.24.85.254 85 64.36987152467748 cafeteria
203.24.85.254 85 64.36987152467748 gym
203.24.85.254 85 67.6799738075831 bar
203.24.85.254 85 67.6799738075831 cafeteria
203.24.85.254 53 84.65755922063924 cafeteria
203.24.85.254 53 84.65755922063924 restaurant
203.24.85.254 85 91.60817620750493 gym
203.24.85.254 85 91.60817620750493 cafeteria
203.24.85.254 85 92.67876915346125 cafeteria
203.24.85.254 85 92.67876915346125 restaurant
203.24.85.254 53 109.60368332553863 cafeteria
203.24.85.254 53 109.60368332553863 restaurant
203.24.85.254 85 114.37754978128906 cafeteria
203.24.85.254 85 114.37754978128906 bar
203.24.85.254 85 117.32152034203206 cafeteria
203.24.85.254 85 117.32152034203206 gym
203.24.85.254 85 128.74665775824968 gym
203.24.85.254 91 128.74665775824968 bar
203.24.85.254 85 153.96376068497736 gym
203.24.85.254 20 153.96376068497736 bar
203.24.85.254 20 153.96376068497736 restaurant
203.24.85.254 20 153.96376068497736 cafeteria
203.24.85.254 53 182.4136268704815 cafeteria
203.24.85.254 53 182.4136268704815 restaurant
203.24.85.254 85 186.9315458192956 restaurant
203.24.85.254 85 186.9315458192956 cafeteria
203.24.85.254 85 188.90597985364346 cafeteria
203.24.85.254 85 188.90597985364346 restaurant
203.24.85.254 53 206.3400331522376 cafeteria
203.24.85.254 53 206.3400331522376 restaurant
203.24.85.254 85 210.2833131567159 restaurant
203.24.85.254 85 210.2833131567159 bar
203.24.85.254 85 214.20880726266464 gym
203.24.85.254 85 214.20880726266464 restaurant
203.24.85.254 53 229.17219769902465 cafeteria
203.24.85.254 53 229.17219769902465 restaurant
203.24.85.254 85 234.8702825890878 cafeteria
203.24.85.254 85 234.8702825890878 bar
203.24.85.254 85 236.87447266774709 bar
203.24.85.254 85 236.87447266774709 gym
203.24.85.254 53 252.78761696858908 cafeteria
203.24.85.254 53 252.78761696858908 restaurant
203.24.85.254 85 258.760981516959 bar
203.24.85.254 85 258.760981516959 restaurant
203.24.85.254 85 262.36288533619006 restaurant
203.24.85.254 85 262.36288533619006 bar
203.24.85.254 53 276.75546125239623 cafeteria
203.24.85.254 53 276.75546125239623 restaurant
203.24.85.254 85 284.40932680641197 gym
203.24.85.254 85 284.40932680641197 restaurant
203.24.85.254 85 297.14481526452664 gym
203.24.85.254 49 297.14481526452664 bar
203.24.85.254 63 297.14481526452664 restaurant
203.24.85.254 63 297.14481526452664 cafeteria
203.24.85.254 85 320.5864478213704 restaurant
203.24.85.254 79 320.5864478213704 cafeteria
203.24.85.254 53 348.81292381175535 cafeteria
203.24.85.254 53 348.81292381175535 restaurant
203.24.85.254 85 354.46502789246676 cafeteria
203.24.85.254 85 354.46502789246676 gym
203.24.85.254 85 358.1698051438469 cafeteria
203.24.85.254 85 358.1698051438469 bar
203.24.85.254 53 374.8723607455437 cafeteria
203.24.85.254 53 374.8723607455437 restaurant
203.24.85.254 85 379.65215321940315 cafeteria
203.24.85.254 85 379.65215321940315 gym
203.24.85.254 85 381.79148438594495 cafeteria
203.24.85.254 85 381.79148438594495 restaurant
203.24.85.254 53 395.4182417221965 cafeteria
203.24.85.254 53 395.4182417221965 restaurant
203.24.85.254 85 403.3322076680024 bar
203.24.85.254 85 403.3322076680024 restaurant
203.24.85.254 85 403.2114369177246 bar
203.24.85.254 85 403.2114369177246 cafeteria
203.24.85.254 53 420.0354086949617 cafeteria
203.24.85.254 53 420.0354086949617 restaurant
203.24.85.254 85 425.48254562484084 cafeteria
203.24.85.254 85 425.48254562484084 restaurant
203.24.85.254 85 428.6157536193981 restaurant
203.24.85.254 85 428.6157536193981 cafeteria
203.24.85.254 53 445.856451315071 cafeteria
203.24.85.254 53 445.856451315071 restaurant
203.24.85.254 85 451.08282962318566 gym
203.24.85.254 85 451.08282962318566 cafeteria
203.24.85.254 85 452.7845193545699 gym
203.24.85.254 85 452.7845193545699 bar
203.24.85.254 85 464.4383847951128 restaurant
203.24.85.254 94 464.4383847951128 cafeteria
203.24.85.254 72 464.4383847951128 gym
82.230.180.56 36 15.0157161508767 cafeteria
82.230.180.56 36 15.0157161508767 restaurant
82.230.180.56 100 18.08727143770984 restaurant
82.230.180.56 100 18.08727143770984 cafeteria
82.230.180.56 100 20.32604433517236 restaurant
82.230.180.56 100 20.32604433517236 cafeteria
82.230.180.56 36 36.96191174596015 cafeteria
82.230.180.56 36 36.96191174596015 restaurant
